area_type,availability,location,size,total_sqft,bath,balcony,price
Super built-up  Area,17-Oct,Balagere,2 BHK,1205,2.0,1.0,67.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160,2.0,2.0,40.58
Plot  Area,Ready To Move,Kanaka Nagar,4 Bedroom,750,4.0,2.0,90.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2.0,2.0,47.0
Plot  Area,18-Jul,mvj engineering college,3 Bedroom,1200,3.0,1.0,56.53
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,1681,3.0,3.0,69.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1130,2.0,1.0,32.64
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,90.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,1065,2.0,1.0,30.75
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,1885,3.0,2.0,85.52
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1500,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,1210,2.0,2.0,69.0
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,1126,2.0,1.0,39.4
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1357,2.0,2.0,59.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1451,2.0,2.0,46.4
Plot  Area,Ready To Move,Kodigehaali,4 Bedroom,1600,3.0,3.0,185.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,950,2.0,1.0,55.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,960,2.0,2.0,48.0
Super built-up  Area,Ready To Move,2nd Block Bel Layout,3 BHK,1625,3.0,3.0,92.0
Plot  Area,18-May,Kaggalipura,3 Bedroom,2200,4.0,1.0,150.0
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1607,2.0,2.0,112.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900,2.0,1.0,46.29
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,1080,2.0,2.0,38.0
Super built-up  Area,Ready To Move,Hosa Road,4 BHK,1708,3.0,0.0,64.05
Built-up  Area,Ready To Move,Yeshwanthpur,6 Bedroom,2500,5.0,2.0,185.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1690,2.0,2.0,116.0
Built-up  Area,Ready To Move,RR Layout,5 Bedroom,2100,3.0,0.0,145.0
Super built-up  Area,Ready To Move,4th Block Koramangala,2 BHK,1269,2.0,2.0,97.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,46.0
Built-up  Area,Ready To Move,Haralur Road,3 BHK,1890,3.0,2.0,84.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1165,2.0,1.0,33.64
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,1196,2.0,2.0,56.81
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2.0,2.0,47.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1630,3.0,2.0,110.0
Super built-up  Area,19-Apr,Whitefield,2 BHK,1063,2.0,1.0,42.52
Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,1025,2.0,1.0,39.98
Super built-up  Area,Ready To Move,Chikkabanavar,2 BHK,1067,2.0,1.0,38.0
Super built-up  Area,19-Sep,Kanakpura Road,2 BHK,1299,2.0,1.0,89.63
Super built-up  Area,18-May,Panathur,2 BHK,1343,2.0,1.0,76.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1330,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1524,2.0,3.0,72.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,2236,4.0,2.0,153.0
Super built-up  Area,18-Mar,Raja Rajashweri Nagar,3 BHK,1410,2.0,2.0,45.12
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1581,3.0,3.0,76.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,1205,2.0,1.0,79.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3 BHK,1270,2.0,2.0,95.25
Super built-up  Area,Ready To Move,VHBCS Layout,3 BHK,1353,2.0,2.0,110.0
Plot  Area,18-Feb,Jinkethimmanahalli,2 Bedroom,1200,2.0,1.0,68.0
Super built-up  Area,Ready To Move,basaveshwarnagar,3 BHK,1250,2.0,1.0,70.0
Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,1157,2.0,1.0,69.0
Super built-up  Area,19-Dec,Kanakapura,1 BHK,712 - 938,1.0,0.0,35.475
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1000,2.0,2.0,40.0
Built-up  Area,18-Apr,Yelahanka,1 BHK,602,1.0,1.0,33.0
Super built-up  Area,21-Jul,Hoodi,2 BHK,1108,2.0,0.0,66.46
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2 BHK,1040,2.0,1.0,68.0
Super built-up  Area,20-Dec,Sarjapur,2 BHK,1451,2.0,1.0,87.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196,2.0,2.0,40.54
Super built-up  Area,18-May,Kanakpura Road,1 BHK,850,1.0,1.0,37.32
Super built-up  Area,Ready To Move,Kanaka Nagar,2 BHK,900,2.0,1.0,40.0
Super built-up  Area,Ready To Move,Kudlu,1 BHK,720,1.0,1.0,33.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1573,3.0,2.0,115.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1026,2.0,1.0,60.8
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1400,2.0,2.0,78.0
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1400,2.0,2.0,40.44
Built-up  Area,Ready To Move,Banashankari Stage III,4 Bedroom,2100,3.0,1.0,147.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1150,2.0,1.0,48.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1500,3.0,2.0,88.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1790,3.0,2.0,105.0
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,1125,2.0,2.0,75.0
Super built-up  Area,18-Dec,Hennur,3 BHK,1783 - 1878,3.0,0.0,84.205
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1100,2.0,1.0,50.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,120Sq. Yards,2.0,1.0,51.0
Built-up  Area,Ready To Move,Banaswadi,2 BHK,1105,2.0,2.0,57.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1110,2.0,2.0,46.5
Super built-up  Area,Ready To Move,Dasanapura,1 BHK,708,1.0,1.0,41.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1027,2.0,2.0,44.0
Super built-up  Area,18-May,"Banashankari 3rd stage, Vivekanandanagar",3 BHK,1600,3.0,1.0,100.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1205,2.0,2.0,37.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1450,2.0,2.0,73.0
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,750,4.0,2.0,125.0
Plot  Area,Ready To Move,Annaiah Reddy Layout,1 Bedroom,540,1.0,0.0,22.0
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,1200,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1837,2.0,2.0,95.0
Super built-up  Area,18-Dec,Whitefield,2 BHK,1346,2.0,1.0,76.01
Built-up  Area,Ready To Move,Balagere,2 BHK,1012,2.0,1.0,68.0
Super built-up  Area,18-Dec,Gopalapura,3 BHK,1950.2,3.0,2.0,193.0
Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,1125,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1500,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1197,2.0,1.0,79.9
Super built-up  Area,18-Sep,Chandapura,3 BHK,1230,2.0,2.0,31.37
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1100,2.0,2.0,47.0
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,1563,2.0,2.0,52.0
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,1600,3.0,1.0,120.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715,3.0,3.0,120.0
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,2400,4.0,1.0,180.0
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,1151,2.0,2.0,42.5
Plot  Area,Ready To Move,Banaswadi,6 Bedroom,1200,6.0,2.0,220.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1123,2.0,2.0,60.0
Super built-up  Area,20-Jan,Whitefield,2 BHK,1276,2.0,1.0,69.5
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1315,2.0,3.0,77.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,1270,2.0,2.0,50.79
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1325,2.0,2.0,52.0
Super built-up  Area,18-Apr,Varthur,3 BHK,1600,3.0,2.0,63.2
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1660,3.0,2.0,104.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1299,2.0,3.0,58.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,953,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Gunjur,2 BHK,1457,2.0,3.0,60.0
Super built-up  Area,18-May,Varthur,2 BHK,1000,1.0,1.0,65.0
Built-up  Area,Ready To Move,Mallasandra,3 BHK,1100,2.0,3.0,76.3
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1075,2.0,1.0,33.53
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,51.0
Super built-up  Area,Ready To Move,Bellandur,1 BHK,950,1.0,1.0,40.0
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,1200,3.0,1.0,180.0
Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,1013,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1140,2.0,2.0,56.0
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,2100,3.0,3.0,220.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1430,3.0,1.0,61.0
Plot  Area,Ready To Move,Ilyas Nagar,4 Bedroom,600,3.0,0.0,95.0
Carpet  Area,Ready To Move,Anantapura,3 BHK,1600,3.0,2.0,77.0
Super built-up  Area,Ready To Move,Ayappa Nagar,2 BHK,1190,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,1625,3.0,2.0,95.0
Super built-up  Area,Ready To Move,Classic Paradise Layout,2 BHK,1210,2.0,2.0,53.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1615,3.0,2.0,150.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1180,2.0,2.0,85.0
Plot  Area,Ready To Move,Nagasandra,2 Bedroom,1500,2.0,0.0,91.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,850,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1130,2.0,2.0,55.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,907,2.0,2.0,38.0
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,1300,2.0,3.0,90.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1891,3.0,1.0,110.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1735,3.0,3.0,78.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2.0,1.0,33.0
Built-up  Area,Ready To Move,Gowdanapalya,5 BHK,24Sq. Meter,5.0,0.0,75.0
Built-up  Area,Ready To Move,Kumaraswami Layout,7 BHK,2040,4.0,3.0,123.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1590,3.0,2.0,57.0
Plot  Area,Ready To Move,Jayanti Nagar,5 Bedroom,1600,5.0,2.0,140.0
Built-up  Area,Ready To Move,Doddakammanahalli,2 BHK,1160,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Tasker Town,2 BHK,930,1.0,1.0,55.0
Built-up  Area,Ready To Move,Devanahalli,2 BHK,1010,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1221,2.0,2.0,68.0
Super built-up  Area,22-Jun,Hoodi,2 BHK,1108,2.0,1.0,87.48
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,1000,4.0,2.0,120.0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1370,2.0,1.0,70.0
Super built-up  Area,Ready To Move,Banashankari Stage V,2 BHK,920,2.0,1.0,41.5
Super built-up  Area,18-May,Bhoganhalli,2 BHK,1277,2.0,1.0,79.89
Super built-up  Area,18-May,Horamavu Agara,2 BHK,1213,2.0,2.0,38.1
Super built-up  Area,Ready To Move,Singasandra,3 BHK,1653,3.0,2.0,85.0
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,2400,3.0,3.0,140.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1321,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1570,3.0,2.0,68.0
Built-up  Area,Ready To Move,Hessarghatta,8 Bedroom,1150,8.0,2.0,70.0
Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,1053,2.0,3.0,44.0
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1325,2.0,3.0,56.0
Super built-up  Area,18-Nov,manyata,2 BHK,1169,2.0,1.0,50.11
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,1274,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1317,2.0,2.0,52.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1195,2.0,1.0,75.0
Super built-up  Area,18-Nov,Whitefield,4 BHK,2528 - 3188,4.0,0.0,137.0
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,940,2.0,2.0,35.0
Built-up  Area,Ready To Move,Budigere,3 BHK,1820,3.0,2.0,95.5
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,53.6
Built-up  Area,Ready To Move,Whitefield,3 BHK,1615,3.0,0.0,96.9
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,2200,2.0,3.0,99.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,985,2.0,1.0,62.5
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1116,2.0,1.0,33.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,656,2.0,1.0,25.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1105,2.0,1.0,39.5
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1220,2.0,1.0,55.0
Built-up  Area,Ready To Move,Hoodi,3 BHK,1400,3.0,2.0,74.0
Built-up  Area,Ready To Move,Bhuvaneswari Nagar,4 Bedroom,2400,3.0,0.0,185.0
Plot  Area,Ready To Move,Anandapura,3 Bedroom,850,3.0,0.0,63.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000,2.0,1.0,35.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1660,3.0,3.0,80.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330,2.0,1.0,57.0
Super built-up  Area,18-May,Old Madras Road,2 BHK,1165,2.0,1.0,52.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,56.0
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1270,2.0,2.0,45.0
Super built-up  Area,18-Aug,2nd Phase JP Nagar,2 BHK,1070,2.0,2.0,38.0
Built-up  Area,Ready To Move,RWF West Colony,3 BHK,1427,2.0,2.0,85.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1420,2.0,2.0,95.0
Plot  Area,Ready To Move,Kothanur,4 Bedroom,1600,5.0,0.0,130.0
Super built-up  Area,Ready To Move,Langford Town,2 BHK,2031,2.0,2.0,200.0
Super built-up  Area,19-Jul,Bellandur,2 BHK,1454,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1116,2.0,3.0,48.76
Plot  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,2000,3.0,1.0,180.0
Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,1346,2.0,1.0,74.03
Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,1062,2.0,1.0,50.0
Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,700,1.0,1.0,25.5
Super built-up  Area,19-Dec,JP Nagar,2 BHK,1405,2.0,1.0,99.0
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1100,2.0,2.0,50.0
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,2153,4.0,3.0,120.0
Plot  Area,Ready To Move,Kammagondahalli,3 Bedroom,1200,3.0,2.0,120.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2135,3.0,2.0,170.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125,2.0,1.0,47.0
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,1350,2.0,2.0,47.25
Built-up  Area,Ready To Move,Pai Layout,2 BHK,1068,2.0,3.0,48.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,940,2.0,1.0,32.9
Super built-up  Area,18-May,Hosa Road,2 BHK,1063,2.0,1.0,32.79
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1382,2.0,2.0,84.5
Super built-up  Area,Ready To Move,Harlur,2 BHK,936,2.0,1.0,45.0
Super built-up  Area,Ready To Move,KR Puram,3 BHK,1400,2.0,3.0,60.0
Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,475,1.0,1.0,26.0
Super built-up  Area,Ready To Move,LIC Colony,2 BHK,1200,2.0,1.0,115.0
Super built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,1450,3.0,3.0,65.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1162,2.0,1.0,52.0
Super built-up  Area,18-Dec,Hosa Road,2 BHK,1161,2.0,1.0,48.75
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1623.29,2.0,2.0,105.0
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1260,2.0,1.0,70.0
Plot  Area,Ready To Move,Billekahalli,4 Bedroom,1672,3.0,2.0,190.0
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1500,2.0,0.0,70.0
Super built-up  Area,20-Jun,Budigere,1 BHK,650 - 760,1.0,0.0,34.545
Plot  Area,Ready To Move,Gaurava Nagar,5 Bedroom,1650,6.0,2.0,200.0
Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,2000,3.0,3.0,200.0
Plot  Area,Ready To Move,Electronic City,3 Bedroom,1200,3.0,2.0,150.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1100,2.0,2.0,46.2
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1400,2.0,3.0,56.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,2257,3.0,2.0,155.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,56.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1197,2.0,1.0,56.86
Super built-up  Area,Ready To Move,Siddapura,2 BHK,1150,2.0,2.0,90.0
Super built-up  Area,20-Dec,Akshayanagara East,1 BHK,595,1.0,1.0,40.0
Super built-up  Area,21-Jul,Hoodi,3 BHK,1837,3.0,1.0,110.0
Plot  Area,Ready To Move,Kumbalgodu,4 Bedroom,3750,4.0,2.0,190.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1830,3.0,3.0,91.86
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715,3.0,3.0,115.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,970,2.0,1.0,35.0
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,1200,3.0,2.0,148.0
Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,2700,5.0,1.0,95.75
Built-up  Area,Ready To Move,Vidyaranyapura,4 BHK,2400,5.0,1.0,135.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3040,4.0,2.0,135.0
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,1168,2.0,1.0,66.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160,2.0,2.0,36.54
Built-up  Area,Ready To Move,Mallappa Layout,3 BHK,1500,3.0,2.0,75.0
Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,600,2.0,1.0,72.0
Super built-up  Area,18-Dec,ITPL,2 BHK,850,2.0,1.0,25.4
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,935,2.0,2.0,39.0
Super built-up  Area,18-Apr,Doddaballapur,1 BHK,654,1.0,1.0,49.0
Built-up  Area,Ready To Move,Domlur,3 BHK,1650,3.0,1.0,180.0
Super built-up  Area,Ready To Move,Vinayak Nagar,2 BHK,1300,2.0,1.0,33.0
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,950,2.0,1.0,60.0
Super built-up  Area,18-May,Silk Board,3 BHK,1250,3.0,2.0,54.0
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1072,2.0,1.0,42.87
Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,1425,2.0,2.0,65.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1165,1.0,0.0,42.09
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1390,2.0,2.0,69.49
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1510,3.0,2.0,78.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1305,2.0,2.0,90.0
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,1200,6.0,2.0,170.0
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,866,2.0,2.0,32.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1231,2.0,1.0,84.5
Super built-up  Area,Ready To Move,Sompura,3 BHK,1360,2.0,3.0,45.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2500,3.0,3.0,138.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140,2.0,3.0,55.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,30.0
Super built-up  Area,19-Sep,Whitefield,2 BHK,1295,2.0,1.0,64.5
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1020,2.0,2.0,45.75
Plot  Area,Ready To Move,Sidedahalli,2 Bedroom,1200,1.0,0.0,50.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100,2.0,1.0,41.0
Super built-up  Area,Ready To Move,Kothannur,2 BHK,820,2.0,2.0,37.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1354,2.0,2.0,70.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1154,2.0,1.0,51.8
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,2.0,3.0,92.0
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1205,2.0,2.0,60.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1400,2.0,2.0,86.0
Carpet  Area,Ready To Move,Doopanahalli,3 BHK,1625,3.0,1.0,150.0
Built-up  Area,Ready To Move,Electronic City,3 Bedroom,1500,3.0,1.0,73.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1520,2.0,3.0,80.0
Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300,3.0,1.0,65.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,1150,2.0,2.0,47.0
Super built-up  Area,18-Apr,Kadugodi,3 BHK,1762,3.0,3.0,109.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,58.0
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,2650,4.0,1.0,223.0
Super built-up  Area,Ready To Move,Sompura,3 BHK,1350,2.0,2.0,47.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,950,2.0,2.0,56.0
Super built-up  Area,Ready To Move,Coconut Grove Layout,3 BHK,1515,3.0,3.0,80.5
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,1100,2.0,2.0,30.0
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,1250,2.0,2.0,65.0
Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,1200,2.0,0.0,120.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,7 BHK,2500,8.0,3.0,95.0
Plot  Area,Ready To Move,Hoskote,4 Bedroom,1200,4.0,2.0,100.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1355,2.0,2.0,51.5
Super built-up  Area,18-May,Dominic Layout,3 BHK,1115,3.0,1.0,39.14
Super built-up  Area,18-Apr,8th Phase JP Nagar,3 BHK,1275,3.0,2.0,45.0
Super built-up  Area,19-Sep,Padmanabhanagar,3 BHK,2051,3.0,2.0,170.0
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,1470,2.0,2.0,99.0
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,1550,2.0,3.0,70.0
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1270,2.0,1.0,73.0
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,2119,4.0,2.0,111.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1600,3.0,3.0,170.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1320,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,2505,3.0,2.0,165.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1410,2.0,1.0,54.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1200,2.0,3.0,70.0
Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,1705,2.0,1.0,86.96
Super built-up  Area,Ready To Move,Electronic City,2 BHK,995,2.0,1.0,48.0
Built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1081,2.0,1.0,52.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2.0,2.0,46.0
Super built-up  Area,18-Dec,Sonnenahalli,1 BHK,605,1.0,1.0,30.24
Built-up  Area,Ready To Move,Yelahanka,1 BHK,567,1.0,1.0,25.0
Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,1400 - 1421,2.0,0.0,70.385
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,600,5.0,1.0,135.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715,3.0,2.0,105.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1846,3.0,2.0,120.0
Plot  Area,Ready To Move,Coconut Garden,3 Bedroom,600,3.0,1.0,90.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1015,2.0,3.0,56.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100,2.0,1.0,36.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1965,4.0,2.0,125.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1021,2.0,2.0,45.9
Super built-up  Area,18-Apr,Haralur Road,2 BHK,1230,2.0,1.0,67.65
